종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"099430","바이오플러스","KOSDAQ","제약","5040","-130","-2.51","310669238880"
"032980","바이온","KOSDAQ","유통","604","0","0.00","18354952980"
"308080","바이젠셀","KOSDAQ","일반서비스","5520","-480","-8.00","113155915200"
"043150","바텍","KOSDAQ","의료·정밀기기","22100","-500","-2.21","328279057600"
"323990","박셀바이오","KOSDAQ","일반서비스","7810","-160","-2.01","181639864450"
"267790","배럴","KOSDAQ","섬유·의류","3485","-5","-0.14","26797241865"
"046310","백금T&A","KOSDAQ","전기·전자","2960","-80","-2.63","48599177360"
"331520","밸로프","KOSDAQ","IT 서비스","528","-20","-3.65","26856397920"
"199480","뱅크웨어글로벌","KOSDAQ","IT 서비스","4515","-125","-2.69","46037594820"
"438700","버넥트","KOSDAQ","IT 서비스","3030","-70","-2.26","33769016700"
"066410","버킷스튜디오","KOSDAQ","통신","1153","0","0.00","159637252154"
"382900","범한퓨얼셀","KOSDAQ","전기·전자","27100","-1050","-3.73","237423100000"
"206400","베노티앤알","KOSDAQ","건설","1200","-1","-0.08","45012189600"
"019010","베뉴지","KOSDAQ","유통","4790","90","1.91","230878000000"
"177350","베셀","KOSDAQ","기계·장비","1126","-9","-0.79","22130141642"
"457600","벡트","KOSDAQ","전기·전자","2190","-60","-2.67","30019425000"
"424760","벨로크","KOSDAQ","IT 서비스","1371","96","7.53","27116072607"
"250000","보라티알","KOSDAQ","유통","7740","-10","-0.13","52250673420"
"310210","보로노이","KOSDAQ","일반서비스","320000","6500","2.07","5885926720000"
"006910","보성파워텍","KOSDAQ","금속","9750","-430","-4.22","479015784000"
"226340","본느","KOSDAQ","화학","467","-15","-3.11","19591780140"
"014470","부방","KOSDAQ","부동산","1319","-12","-0.90","79208930940"
"008470","부스타","KOSDAQ","금속","3765","-35","-0.92","31644072000"
"338220","뷰노","KOSDAQ","IT 서비스","16020","-800","-4.76","224309204460"
"100120","뷰웍스","KOSDAQ","의료·정밀기기","27950","-1200","-4.12","250750937450"
"406820","뷰티스킨","KOSDAQ","화학","1846","-14","-0.75","26095345822"
"099390","브레인즈컴퍼니","KOSDAQ","IT 서비스","4490","50","1.13","36855190670"
"064480","브리지텍","KOSDAQ","IT 서비스","4215","-60","-1.40","50379787500"
"365900","브이씨","KOSDAQ","기타제조","2780","50","1.83","20322634000"
"089970","브이엠","KOSDAQ","기계·장비","41350","-3350","-7.49","1009423588250"
"251630","브이원텍","KOSDAQ","기계·장비","5310","-130","-2.39","84656724660"
"018290","브이티","KOSDAQ","화학","15130","-600","-3.81","528670008940"
"478560","블랙야크아이앤씨","KOSDAQ","섬유·의류","3075","-85","-2.69","79428166350"
"439580","블루엠텍","KOSDAQ","유통","3400","-135","-3.82","115078259800"
"033560","블루콤","KOSDAQ","전기·전자","3300","-75","-2.22","56430000000"
"369370","블리츠웨이엔터테인먼트","KOSDAQ","오락·문화","1398","188","15.54","69720931578"
"126340","비나텍","KOSDAQ","전기·전자","111100","-10000","-8.26","771819365900"
"121800","비덴트","KOSDAQ","전기·전자","3320","0","0.00","256309348520"
"082800","비보존 제약","KOSDAQ","제약","3185","-240","-7.01","193392136210"
"318410","비비씨","KOSDAQ","화학","7330","-520","-6.62","40719931190"
"419540","비스토스","KOSDAQ","의료·정밀기기","867","-18","-2.03","19934507037"
"146320","비씨엔씨","KOSDAQ","전기·전자","13400","-1010","-7.01","171492168200"
"200780","비씨월드제약","KOSDAQ","제약","4650","-170","-3.53","45273516000"
"413640","비아이매트릭스","KOSDAQ","IT 서비스","8090","-110","-1.34","58304144600"
"141000","비아트론","KOSDAQ","기계·장비","10140","-30","-0.29","122843159400"
"083650","비에이치아이","KOSDAQ","기계·장비","95700","900","0.95","2961376687500"
"473370","비엔케이제2호스팩","KOSDAQ","금융","2765","0","0.00","11640650000"
"0068Y0","비엔케이제3호스팩","KOSDAQ","금융","2025","0","0.00","8727750000"
"065170","비엘팜텍","KOSDAQ","유통","3160","-205","-6.09","88207585880"
"086670","비엠티","KOSDAQ","기계·장비","14600","-890","-5.75","144917921000"
"230980","비유테크놀러지","KOSDAQ","IT 서비스","229","0","0.00","21370407553"
"488900","비츠로넥스텍","KOSDAQ","운송장비·부품","18740","-1410","-7.00","543018541820"
"082920","비츠로셀","KOSDAQ","전기·전자","37150","2400","6.91","1684361570550"
"054220","비츠로시스","KOSDAQ","전기·전자","560","-5","-0.88","34133725360"
"042370","비츠로테크","KOSDAQ","금융","11550","110","0.96","302610288750"
"050090","비케이홀딩스","KOSDAQ","일반서비스","750","-4","-0.53","14838551250"
"148780","비큐AI","KOSDAQ","IT 서비스","1111","-27","-2.37","34936200475"
"307870","비투엔","KOSDAQ","IT 서비스","1327","-3","-0.23","79042106097"
"377030","비트맥스","KOSDAQ","IT 서비스","700","-15","-2.10","29944208000"
"032850","비트컴퓨터","KOSDAQ","IT 서비스","5330","-80","-1.48","88602151690"
"049470","비트플래닛","KOSDAQ","IT 서비스","691","-14","-1.99","81347628118"
"238200","비피도","KOSDAQ","음식료·담배","2930","30","1.03","23967400000"
"093190","빅솔론","KOSDAQ","전기·전자","7460","-170","-2.23","143522231300"
"065450","빅텍","KOSDAQ","의료·정밀기기","4695","-115","-2.39","135064609725"
"044480","빌리언스","KOSDAQ","화학","314","-7","-2.18","25328410592"
"069540","빛과전자","KOSDAQ","전기·전자","3080","-60","-1.91","300631275560"
"072950","빛샘전자","KOSDAQ","전기·전자","7050","-340","-4.60","56770900500"
"451250","삐아","KOSDAQ","화학","8210","-210","-2.49","83954450170"
"143240","사람인","KOSDAQ","IT 서비스","16980","-310","-1.79","198823285740"
"466410","사이냅소프트","KOSDAQ","IT 서비스","11220","0","0.00","56515398060"
"223310","사토시홀딩스","KOSDAQ","유통","1510","11","0.73","39295053140"
"452430","사피엔반도체","KOSDAQ","전기·전자","30500","-2350","-7.15","250650403000"
"419120","산돌","KOSDAQ","IT 서비스","4095","-15","-0.36","60271692390"
"122350","삼기","KOSDAQ","운송장비·부품","1473","-26","-1.73","56473977444"
"419050","삼기에너지솔루션즈","KOSDAQ","운송장비·부품","1538","-14","-0.90","87967817120"
"014970","삼륭물산","KOSDAQ","종이·목재","9280","-110","-1.17","140360000000"
"018310","삼목에스폼","KOSDAQ","금속","18590","-50","-0.27","273273000000"
"012210","삼미금속","KOSDAQ","금속","11690","-810","-6.48","259424620280"
"053700","삼보모터스","KOSDAQ","운송장비·부품","5910","-170","-2.80","149534530410"
"009620","삼보산업","KOSDAQ","금속","1363","-55","-3.88","22334242033"
"023600","삼보판지","KOSDAQ","종이·목재","9810","190","1.98","157041423000"
"0044K0","삼성스팩10호","KOSDAQ","금융","2045","-5","-0.24","15378400000"
"0071M0","삼성스팩11호","KOSDAQ","금융","2020","0","0.00","11635200000"
"0096B0","삼성스팩12호","KOSDAQ","금융","2015","0","0.00","13258700000"
"0115H0","삼성스팩13호","KOSDAQ","금융","2020","-5","-0.25","14847000000"
"009300","삼아제약","KOSDAQ","제약","15900","-40","-0.25","101283000000"
"482630","삼양엔씨켐","KOSDAQ","화학","15980","-380","-2.32","349774714400"
"484590","삼양컴텍","KOSDAQ","금속","12050","120","1.01","496585922500"
"036670","삼양케이씨아이","KOSDAQ","화학","6090","-30","-0.49","68634300000"
"361670","삼영에스앤씨","KOSDAQ","전기·전자","2810","5","0.18","15926118980"
"054540","삼영엠텍","KOSDAQ","금속","10750","-440","-3.93","139750000000"
"065570","삼영이엔씨","KOSDAQ","전기·전자","764","0","0.00","12295692232"
"014950","삼익제약","KOSDAQ","제약","10470","-490","-4.47","96286444110"
"032280","삼일","KOSDAQ","운송·창고","1390","-10","-0.71","22536890100"
"002290","삼일기업공사","KOSDAQ","건설","4040","5","0.12","50096000000"
"037460","삼지전자","KOSDAQ","전기·전자","24200","-1400","-5.47","394908232400"
"032750","삼진","KOSDAQ","전기·전자","3280","-75","-2.24","29622080160"
"0013V0","삼진식품","KOSDAQ","음식료·담배","7660","-180","-2.30","75976904960"
"054090","삼진엘앤디","KOSDAQ","기타제조","1272","293","29.93","31748143104"
"000250","삼천당제약","KOSDAQ","제약","1184000","73000","6.57","27773646848000"
"024950","삼천리자전거","KOSDAQ","유통","4120","0","0.00","54687137240"
"038500","삼표시멘트","KOSDAQ","비금속","15160","-1230","-7.50","1636011198960"
"437730","삼현","KOSDAQ","운송장비·부품","46400","-3400","-6.83","1471231108800"
"017480","삼현철강","KOSDAQ","금속","4600","-15","-0.33","72233294000"
"046390","삼화네트웍스","KOSDAQ","오락·문화","1017","29","2.94","43906872861"
"027580","상보","KOSDAQ","화학","580","-11","-1.86","34325141820"
"038540","상상인","KOSDAQ","IT 서비스","2225","-20","-0.89","123105496425"
"452670","상상인제4호스팩","KOSDAQ","금융","2097","-3","-0.14","10946340000"
"091580","상신이디피","KOSDAQ","전기·전자","17800","-790","-4.25","237242298200"
"263810","상신전자","KOSDAQ","전기·전자","2845","-55","-1.90","45306127125"
"089980","상아프론테크","KOSDAQ","화학","23600","-1700","-6.72","377341273200"
"042940","상지건설","KOSDAQ","건설","8130","200","2.52","55517428560"
"042600","새로닉스","KOSDAQ","전기·전자","15440","1190","8.35","191819982560"
"107600","새빗켐","KOSDAQ","화학","26300","-450","-1.68","148070420200"
"411080","샌즈랩","KOSDAQ","IT 서비스","6010","-220","-3.53","91758504380"
"252990","샘씨엔에스","KOSDAQ","전기·전자","8830","-560","-5.96","531723959870"
"378800","샤페론","KOSDAQ","제약","1686","-86","-4.85","77965750266"
"294630","서남","KOSDAQ","전기·전자","3745","-70","-1.83","98741864655"
"038070","서린바이오","KOSDAQ","유통","6190","-210","-3.28","56333184440"
"006730","서부T&D","KOSDAQ","일반서비스","13100","-630","-4.59","850542691300"
"079650","서산","KOSDAQ","비금속","1511","2","0.13","30220000000"
"100660","서암기계공업","KOSDAQ","기계·장비","4290","-45","-1.04","54054000000"
"019770","서연탑메탈","KOSDAQ","기계·장비","3840","-40","-1.03","44736000000"
"043710","서울리거","KOSDAQ","유통","809","-26","-3.11","70029070590"
"092190","서울바이오시스","KOSDAQ","전기·전자","3360","20","0.60","154117766880"
"046890","서울반도체","KOSDAQ","전기·전자","8910","-590","-6.21","519501114000"
"063170","서울옥션","KOSDAQ","유통","7220","-340","-4.50","128330207740"
"027040","서울전자통신","KOSDAQ","전기·전자","425","15","3.66","29575259975"
"018680","서울제약","KOSDAQ","제약","2680","-40","-1.47","31246974920"
"036120","서울평가정보","KOSDAQ","IT 서비스","2095","-40","-1.87","73628775000"
"093920","서원인텍","KOSDAQ","전기·전자","5000","-120","-2.34","93000000000"
"189860","서전기전","KOSDAQ","전기·전자","5880","-140","-2.33","57028826400"
"178320","서진시스템","KOSDAQ","전기·전자","42000","-1350","-3.11","2468346972000"
"122690","서진오토모티브","KOSDAQ","운송장비·부품","2525","-25","-0.98","58274894150"
"140070","서플러스글로벌","KOSDAQ","유통","1925","3","0.16","71201900000"
"011370","서한","KOSDAQ","건설","1053","14","1.35","106242292845"
"065710","서호전기","KOSDAQ","전기·전자","43600","-600","-1.36","224540000000"
"035890","서희건설","KOSDAQ","건설","1623","0","0.00","372979125711"
"357550","석경에이티","KOSDAQ","화학","52500","-900","-1.69","286387500000"
"003100","선광","KOSDAQ","운송·창고","21000","-550","-2.55","138600000000"
"067370","선바이오","KOSDAQ","제약","5460","70","1.30","66576810300"
"217620","선샤인푸드","KOSDAQ","일반서비스","3810","0","0.00","26803681470"
"171090","선익시스템","KOSDAQ","기계·장비","85800","-7000","-7.54","866113333800"
"086710","선진뷰티사이언스","KOSDAQ","화학","9630","-330","-3.31","117517586400"
"014620","성광벤드","KOSDAQ","금속","34050","900","2.71","904278244200"
"037350","성도이엔지","KOSDAQ","일반서비스","9820","-390","-3.82","149362200000"
"458650","성우","KOSDAQ","전기·전자","12410","-220","-1.74","186716764700"
"081580","성우전자","KOSDAQ","전기·전자","3040","195","6.85","47144754720"
"045300","성우테크론","KOSDAQ","전기·전자","2900","-35","-1.19","30007358500"
"015750","성우하이텍","KOSDAQ","운송장비·부품","8620","-340","-3.79","689600000000"
"365340","성일하이텍","KOSDAQ","화학","58800","-1100","-1.84","721634818800"
"080470","성창오토텍","KOSDAQ","운송장비·부품","3900","-115","-2.86","28470000000"
"043260","성호전자","KOSDAQ","전기·전자","42250","-3850","-8.35","2996489271750"
"148150","세경하이테크","KOSDAQ","전기·전자","4310","-140","-3.15","153189545580"
"061090","세나테크놀로지","KOSDAQ","전기·전자","35600","-1000","-2.73","198848214400"
"188260","세니젠","KOSDAQ","기타제조","1832","-52","-2.76","13242557040"
"053060","세동","KOSDAQ","운송장비·부품","1180","-49","-3.99","20835754420"
"340440","세림B&G","KOSDAQ","화학","2175","-85","-3.76","61722941700"
"017510","세명전기","KOSDAQ","금속","8990","-320","-3.44","137061540000"
"490470","세미파이브","KOSDAQ","일반서비스","24600","-2750","-10.05","832926480000"
"011560","세보엠이씨","KOSDAQ","건설","17900","-110","-0.61","185265000000"
"396300","세아메카닉스","KOSDAQ","금속","3525","10","0.28","93375487500"
"100700","세운메디칼","KOSDAQ","제약","2590","15","0.58","113442000000"
"024830","세원물산","KOSDAQ","운송장비·부품","11430","-350","-2.97","95440500000"
"258830","세종메디칼","KOSDAQ","의료·정밀기기","412","0","0.00","31223976612"
"036630","세종텔레콤","KOSDAQ","건설","8600","200","2.38","86000000000"
"039310","세중","KOSDAQ","IT 서비스","2060","-440","-17.60","37330634020"
"067770","세진티에스","KOSDAQ","전기·전자","2150","-60","-2.71","18052674950"
"053450","세코닉스","KOSDAQ","의료·정밀기기","5110","-120","-2.29","75591223330"
"252500","세화피앤씨","KOSDAQ","화학","793","-23","-2.82","32898707270"
"321370","센서뷰","KOSDAQ","전기·전자","3035","-260","-7.89","156755613360"
"347000","센코","KOSDAQ","의료·정밀기기","2185","-35","-1.58","82616698510"
"331920","셀레믹스","KOSDAQ","제약","10720","2470","29.94","87519666560"
"352770","셀레스트라","KOSDAQ","일반서비스","5250","0","0.00","13610136750"
"471820","셀로맥스사이언스","KOSDAQ","음식료·담배","5020","0","0.00","56740452580"
"049180","셀루메드","KOSDAQ","제약","1009","0","0.00","83948814126"
"299660","셀리드","KOSDAQ","일반서비스","2520","-70","-2.70","74347502040"
"108860","셀바스AI","KOSDAQ","IT 서비스","14360","-1480","-9.34","386496384400"
"208370","셀바스헬스케어","KOSDAQ","의료·정밀기기","4355","-325","-6.94","112100156220"
"318160","셀바이오휴먼텍","KOSDAQ","섬유·의류","6910","-390","-5.34","64547698910"
"308430","셀비온","KOSDAQ","제약","31300","100","0.32","401626263000"
"068760","셀트리온제약","KOSDAQ","제약","57000","-1500","-2.56","2489976714000"
"068940","셀피글로벌","KOSDAQ","전기·전자","778","0","0.00","35720093048"
"007720","소노스퀘어","KOSDAQ","유통","408","-97","-19.21","41126583600"
"290690","소룩스","KOSDAQ","전기·전자","3755","-140","-3.59","183071855780"
"950200","소마젠","KOSDAQ","일반서비스","3620","75","2.12","69634511860"
"032680","소프트센","KOSDAQ","IT 서비스","244","3","1.24","25764146416"
"032685","소프트센우","KOSDAQ","IT 서비스","5120","-140","-2.66","1828567040"
"258790","소프트캠프","KOSDAQ","IT 서비스","1399","86","6.55","34962806316"
"066910","손오공","KOSDAQ","유통","597","-10","-1.65","39959098908"
"215090","솔디펜스","KOSDAQ","의료·정밀기기","2600","-40","-1.52","60204718600"
"035610","솔본","KOSDAQ","일반서비스","3480","-55","-1.56","95164069560"
"357780","솔브레인","KOSDAQ","화학","383000","-13000","-3.28","2979190778000"
"036830","솔브레인홀딩스","KOSDAQ","일반서비스","47250","-1600","-3.28","968813102250"
"304100","솔트룩스","KOSDAQ","IT 서비스","21950","-1050","-4.57","276435117250"
"328380","솔트웨어","KOSDAQ","IT 서비스","785","8","1.03","26896280730"
"086980","쇼박스","KOSDAQ","오락·문화","2780","75","2.77","174133640000"
"050960","수산아이앤티","KOSDAQ","IT 서비스","8920","-160","-1.76","60218920000"
"084180","수성웹툰","KOSDAQ","기계·장비","1623","-72","-4.25","29334561309"
"253840","수젠텍","KOSDAQ","제약","4665","-70","-1.48","78107028000"
"298830","슈어소프트테크","KOSDAQ","IT 서비스","6820","-310","-4.35","364586963180"
"236200","슈프리마","KOSDAQ","전기·전자","46300","-2700","-5.51","322910599300"
"094840","슈프리마에이치큐","KOSDAQ","전기·전자","8050","-220","-2.66","83154085000"
"192440","슈피겐코리아","KOSDAQ","기타제조","23500","-300","-1.26","146084530500"
"424960","스마트레이더시스템","KOSDAQ","의료·정밀기기","6710","-30","-0.45","110615088100"
"099440","스맥","KOSDAQ","기계·장비","4780","-180","-3.63","326203423320"
"276040","스코넥","KOSDAQ","IT 서비스","420","-80","-16.00","9084740700"
"060240","스타코링크","KOSDAQ","운송장비·부품","1976","0","0.00","11502414560"
"115570","스타플렉스","KOSDAQ","화학","2835","-125","-4.22","22636080180"
"078860","스테이지원엔터","KOSDAQ","오락·문화","624","144","30.00","37042048368"
"330730","스톤브릿지벤처스","KOSDAQ","금융","6030","10","0.17","109853514900"
"352090","스톰테크","KOSDAQ","화학","3580","-30","-0.83","96205332840"
"253450","스튜디오드래곤","KOSDAQ","오락·문화","36700","-1000","-2.65","1103146876600"
"408900","스튜디오미르","KOSDAQ","오락·문화","2280","0","0.00","74676678120"
"415380","스튜디오삼익","KOSDAQ","유통","2055","-35","-1.67","23515313625"
"013810","스페코","KOSDAQ","기계·장비","2710","50","1.88","39716323700"
"347700","스피어","KOSDAQ","IT 서비스","48650","-2250","-4.42","2399451471200"
"049830","승일","KOSDAQ","금속","7360","-200","-2.65","45132344320"
"020710","시공테크","KOSDAQ","일반서비스","4050","-35","-0.86","81194278500"
"033170","시그네틱스","KOSDAQ","전기·전자","729","-27","-3.57","62495944551"
"048870","시너지이노베이션","KOSDAQ","의료·정밀기기","2185","-35","-1.58","192513714155"
"025320","시노펙스","KOSDAQ","전기·전자","5660","-220","-3.74","521594486980"
"340810","시선AI","KOSDAQ","IT 서비스","2610","35","1.36","33815374020"
"269620","시스웍","KOSDAQ","의료·정밀기기","889","0","0.00","132090012299"
"056090","시지메드텍","KOSDAQ","의료·정밀기기","2225","-170","-7.10","229751355100"
"429270","시지트로닉스","KOSDAQ","전기·전자","4745","30","0.64","30601601095"
"418250","시큐레터","KOSDAQ","IT 서비스","6550","0","0.00","47629012750"
"131090","시큐브","KOSDAQ","IT 서비스","3885","-5","-0.13","29752188585"
"290520","신도기연","KOSDAQ","기계·장비","2390","-80","-3.24","38071175180"
"001000","신라섬유","KOSDAQ","부동산","1952","9","0.46","47389758080"
"025870","신라에스지","KOSDAQ","유통","4365","5","0.11","17460000000"
"215600","신라젠","KOSDAQ","일반서비스","3995","-5","-0.13","551828694820"
"065350","신성델타테크","KOSDAQ","전기·전자","55500","-2500","-4.31","1525359114000"
"416180","신성에스티","KOSDAQ","운송장비·부품","33250","-500","-1.48","300572618500"
"162300","신스틸","KOSDAQ","금속","1608","-19","-1.17","66685982256"
"002800","신신제약","KOSDAQ","제약","5470","-130","-2.32","82982635000"
"472220","신영스팩10호","KOSDAQ","금융","2160","15","0.70","10130400000"
"0091W0","신영스팩11호","KOSDAQ","금융","2055","-5","-0.24","12469740000"
"017000","신원종합개발","KOSDAQ","건설","3065","80","2.68","35762502755"
"012790","신일제약","KOSDAQ","제약","5970","-50","-0.83","71558897550"
"138070","신진에스엠","KOSDAQ","금속","1779","40","2.30","31138199916"
"226330","신테카바이오","KOSDAQ","IT 서비스","3310","-115","-3.36","80295552250"
"452980","신한제11호스팩","KOSDAQ","금융","2095","0","0.00","39605975000"
"474660","신한제12호스팩","KOSDAQ","금융","2055","0","0.00","11343600000"
"474930","신한제13호스팩","KOSDAQ","금융","2120","15","0.71","7674400000"
"487360","신한제14호스팩","KOSDAQ","금융","2070","0","0.00","11674800000"
"487830","신한제15호스팩","KOSDAQ","금융","2065","0","0.00","8982750000"
"496070","신한제16호스팩","KOSDAQ","금융","2035","-10","-0.49","11436700000"
"056700","신화인터텍","KOSDAQ","화학","1832","-1","-0.05","53375486712"
"187270","신화콘텍","KOSDAQ","전기·전자","3500","-95","-2.64","35503457500"
"243840","신흥에스이씨","KOSDAQ","전기·전자","7450","-30","-0.40","287258850750"
"257720","실리콘투","KOSDAQ","유통","37400","-1400","-3.61","2287829359200"
"222800","심텍","KOSDAQ","전기·전자","51500","-4700","-8.36","1923124227000"
"036710","심텍홀딩스","KOSDAQ","일반서비스","2405","-225","-8.56","127050748370"
"444530","심플랫폼","KOSDAQ","IT 서비스","7710","-140","-1.78","49322589330"
"234030","싸이닉솔루션","KOSDAQ","전기·전자","6600","-230","-3.37","155793000000"
"160980","싸이맥스","KOSDAQ","기계·장비","24800","-800","-3.13","270921226400"
"356890","싸이버원","KOSDAQ","IT 서비스","3085","-70","-2.22","36877550125"
"217330","싸이토젠","KOSDAQ","일반서비스","4540","-180","-3.81","105008143380"
"208640","썸에이지","KOSDAQ","IT 서비스","196","-2","-1.01","27291089784"
"222420","쎄노텍","KOSDAQ","비금속","1369","50","3.79","66235784876"
"037760","쎄니트","KOSDAQ","금속","1967","3","0.15","66549355607"
"081180","쎄크","KOSDAQ","기계·장비","11340","-420","-3.57","100081566900"
"099320","쎄트렉아이","KOSDAQ","운송장비·부품","176400","-11700","-6.22","1931805439200"
"049960","쎌바이오텍","KOSDAQ","제약","14340","-350","-2.38","134796000000"
"088280","쏘닉스","KOSDAQ","전기·전자","3590","-455","-11.25","62130299100"
"050890","쏠리드","KOSDAQ","전기·전자","13440","-630","-4.48","816567816960"
"394800","쓰리빌리언","KOSDAQ","일반서비스","13200","-270","-2.00","419251483200"
"177900","쓰리에이로직스","KOSDAQ","전기·전자","6140","20","0.33","58850672000"
"475400","씨메스","KOSDAQ","기계·장비","29900","-1500","-4.78","351506253800"
"109670","씨싸이트","KOSDAQ","섬유·의류","5270","-10","-0.19","30758892540"
"066790","씨씨에스","KOSDAQ","오락·문화","1493","0","0.00","97271994227"
"222080","씨아이에스","KOSDAQ","기계·장비","11950","-270","-2.21","929472720800"
"352480","씨앤씨인터내셔널","KOSDAQ","화학","26050","-850","-3.16","355058921050"
"264660","씨앤지하이테크","KOSDAQ","기계·장비","16530","-620","-3.62","160690973160"
"352700","씨앤투스","KOSDAQ","화학","1993","15","0.76","52369859707"
"458870","씨어스테크놀로지","KOSDAQ","의료·정밀기기","52000","-3900","-6.98","659702160000"
"297090","씨에스베어링","KOSDAQ","기계·장비","8180","350","4.47","223068600000"
"900120","씨엑스아이","KOSDAQ","금융","363","1","0.28","10910975592"
"359090","씨엔알리서치","KOSDAQ","일반서비스","809","0","0.00","46493810053"
"115530","씨엔플러스","KOSDAQ","전기·전자","297","-5","-1.66","21528902142"
"388210","씨엠티엑스","KOSDAQ","전기·전자","137700","-7800","-5.36","1310206962600"
"115480","씨유메디칼","KOSDAQ","의료·정밀기기","510","7","1.39","30918524580"
"376290","씨유테크","KOSDAQ","전기·전자","2720","-5","-0.18","48028400000"
"189330","씨이랩","KOSDAQ","IT 서비스","4670","130","2.86","43815266280"
"096530","씨젠","KOSDAQ","제약","22350","-1000","-4.28","1167250965900"
"101240","씨큐브","KOSDAQ","화학","3895","5","0.13","42305114050"
"060590","씨티씨바이오","KOSDAQ","제약","3850","-95","-2.41","93096927000"
"260930","씨티케이","KOSDAQ","화학","4470","-125","-2.72","86456911770"
"413630","씨피시스템","KOSDAQ","화학","3490","-140","-3.86","127163824740"
"013990","아가방컴퍼니","KOSDAQ","유통","4695","-115","-2.39","154406981520"
"123860","아나패스","KOSDAQ","전기·전자","17210","-210","-1.21","208643972150"
"025980","아난티","KOSDAQ","일반서비스","6690","-330","-4.70","633539895840"
"0015N0","아로마티카","KOSDAQ","화학","8910","-270","-2.94","113291095500"
"125210","아모그린텍","KOSDAQ","전기·전자","7860","700","9.78","129664769400"
"357580","아모센스","KOSDAQ","전기·전자","18410","-920","-4.76","214557430360"
"052710","아모텍","KOSDAQ","전기·전자","12750","-1030","-7.47","186342639750"
"074430","아미노로직스","KOSDAQ","제약","1555","194","14.25","136570742420"
"092040","아미코젠","KOSDAQ","음식료·담배","1795","-34","-1.86","126826419665"
"083930","아바코","KOSDAQ","기계·장비","12890","-470","-3.52","189189739610"
"149950","아바텍","KOSDAQ","전기·전자","10020","-90","-0.89","136950384060"
"036010","아비코전자","KOSDAQ","전기·전자","8480","-410","-4.61","112724080320"
"050860","아세아텍","KOSDAQ","기계·장비","1974","-14","-0.70","44415000000"
"136410","아셈스","KOSDAQ","화학","7410","-200","-2.63","81651575460"
"246720","아스타","KOSDAQ","제약","6070","0","0.00","99434491000"
"450950","아스테라시스","KOSDAQ","의료·정밀기기","11120","-120","-1.07","418418823040"
"067390","아스트","KOSDAQ","운송장비·부품","730","4","0.55","298685032670"
"159010","아스플로","KOSDAQ","기계·장비","5140","-80","-1.53","68540558460"
"127710","아시아경제","KOSDAQ","IT 서비스","1666","-116","-6.51","73385983860"
"154030","아시아종묘","KOSDAQ","농업, 임업 및 어업","2005","-15","-0.74","24184043335"
"227610","아우딘퓨쳐스","KOSDAQ","화학","727","18","2.54","27660347842"
"331740","아우토크립트","KOSDAQ","IT 서비스","15340","-1130","-6.86","149081651940"
"143160","아이디스","KOSDAQ","전기·전자","17790","-140","-0.78","190644578100"
"054800","아이디스홀딩스","KOSDAQ","일반서비스","16030","-230","-1.41","165874528680"
"332370","아이디피","KOSDAQ","전기·전자","5100","-150","-2.86","67696002600"
"066430","아이로보틱스","KOSDAQ","유통","1936","-139","-6.70","75801129536"
"339950","아이비김영","KOSDAQ","일반서비스","2330","35","1.53","104725706150"
"469750","아이비젼웍스","KOSDAQ","기계·장비","1119","46","4.29","38556802239"
"460470","아이빔테크놀로지","KOSDAQ","의료·정밀기기","3315","-335","-9.18","50120711550"
"099190","아이센스","KOSDAQ","의료·정밀기기","18940","-950","-4.78","542541375920"
"461300","아이스크림미디어","KOSDAQ","IT 서비스","17140","-390","-2.22","228003701620"
"289010","아이스크림에듀","KOSDAQ","오락·문화","1566","22","1.42","21838270896"
"214430","아이쓰리시스템","KOSDAQ","전기·전자","91700","-1600","-1.71","670071615500"
"040910","아이씨디","KOSDAQ","기계·장비","5420","-170","-3.04","100672570500"
"368600","아이씨에이치","KOSDAQ","전기·전자","887","-5","-0.56","22652512902"
"456010","아이씨티케이","KOSDAQ","전기·전자","14080","-1270","-8.27","195738104320"
"052860","아이앤씨","KOSDAQ","전기·전자","4465","95","2.17","79757643110"
"464500","아이언디바이스","KOSDAQ","전기·전자","3330","-180","-5.13","46597565790"
"212710","아이에스티이","KOSDAQ","전기·전자","7250","-290","-3.85","69766590500"
"038880","아이에이","KOSDAQ","전기·전자","138","-4","-2.82","51849522150"
"307180","아이엘","KOSDAQ","전기·전자","5150","70","1.38","177319325550"
"101390","아이엠","KOSDAQ","전기·전자","396","0","0.00","6698084184"
"493280","아이엠바이오로직스","KOSDAQ","일반서비스","65700","-9200","-12.28","970790427000"
"461030","아이엠비디엑스","KOSDAQ","일반서비스","6610","-40","-0.60","93411693750"
"451220","아이엠티","KOSDAQ","기계·장비","13710","2660","24.07","107960916810"
"090150","아이윈","KOSDAQ","운송장비·부품","800","-16","-1.96","33500234400"
"031310","아이즈비전","KOSDAQ","통신","1713","-30","-1.72","45146188659"
"462980","아이지넷","KOSDAQ","IT 서비스","2400","135","5.96","43762648800"
"185490","아이진","KOSDAQ","일반서비스","1472","-53","-3.48","63634242048"
"059100","아이컴포넌트","KOSDAQ","전기·전자","5360","-70","-1.29","37899809600"
"262840","아이퀘스트","KOSDAQ","IT 서비스","1762","-37","-2.06","37237940610"
"175250","아이큐어","KOSDAQ","제약","2170","0","0.00","81501658560"
